data_hora,medicamento,localizacao,farmacia,titulo,preco,preco_numero,categoria_preco,link,relevante,preco_maximo,alerta
2026-06-08 10:58:44,neosaldina,Zumbi Manaus,Drogasil,Neosaldina Analgésico 20 drágeas,"R$ 30,59",30.59,medio,https://www.drogasil.com.br/neosaldina-20-drageas.html?origin=search,0.0,,
2026-06-08 10:58:44,neosaldina,Zumbi Manaus,Drogasil,Neosaldina,Preço não encontrado,,indefinido,https://www.drogasil.com.br/neosaldina-20-drageas.html?origin=search,1.0,,
2026-06-08 10:58:44,neosaldina,Zumbi Manaus,Drogasil,Neosaldina Analgésico e Relaxante Muscular 20 comprimidos,"R$ 11,99",11.99,baixo,https://www.drogasil.com.br/neosaldina-muscular-blister-20-comprimidos-revestidos-1203219.html?origin=search,1.0,,
2026-06-08 10:58:44,neosaldina,Zumbi Manaus,Drogasil,Neosaldina,Preço não encontrado,,indefinido,https://www.drogasil.com.br/neosaldina-muscular-blister-20-comprimidos-revestidos-1203219.html?origin=search,1.0,,
2026-06-08 10:58:44,neosaldina,Zumbi Manaus,Drogasil,Neosaldina Analgésico 10 drágeas,Preço não encontrado,,indefinido,https://www.drogasil.com.br/neosaldina-1-blister-com-10-drageas.html?origin=search,1.0,,
2026-06-08 10:58:44,neosaldina,Zumbi Manaus,Drogasil,Neosaldina,Preço não encontrado,,indefinido,https://www.drogasil.com.br/neosaldina-1-blister-com-10-drageas.html?origin=search,1.0,,
2026-06-08 10:59:21,vitamina c,Zumbi Manaus,Drogasil,"Sérum Facial Anti-Idade SkinCeuticals C E Ferulic Vitamina C 15%, E e Ácido Ferúlico 30ml","R$ 423,99",423.99,alto,https://www.drogasil.com.br/skinceuticals-serum-antioxidante-creme-anti-ruga-ferulic-30-ml.html?origin=search,0.0,,
2026-06-08 10:59:21,vitamina c,Zumbi Manaus,Drogasil,Vitamina C + Arginina Efervescente Targifor+C 16 comprimidos,"R$ 27,94",27.94,medio,https://www.drogasil.com.br/targifor-c-adulto-16-comprimidos-efervescentes.html?origin=search,1.0,,
2026-06-08 10:59:21,vitamina c,Zumbi Manaus,Drogasil,Sérum de Limpeza Iluminador Garnier Vitamina C Limpeza e Iluminação com Vitamina C 100g,"R$ 39,90",39.9,medio,https://www.drogasil.com.br/garnier-serum-de-limpeza-iluminador-vitamina-c-100g-1417300.html?origin=search,0.0,,
2026-06-08 10:59:21,vitamina c,Zumbi Manaus,Drogasil,Vitamina C bwell Tripla Ação 30 comprimidos,"R$ 39,99",39.99,medio,https://www.drogasil.com.br/bwell-tripla-acao-30-comprimidos-999317.html?origin=search,0.0,,
